permission_id,legacy_key,legacy_table_name,proposed_ability,assigned_role_ids,assigned_role_names,assignment_count,target_scope,authorization_contract,migration_status,required_test
93,read_gallery_decorations,gallery_decorations,view,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Catalog\Resources\GalleryDecorationsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
94,edit_gallery_decorations,gallery_decorations,update,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Catalog\Resources\GalleryDecorationsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
95,add_gallery_decorations,gallery_decorations,create,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Catalog\Resources\GalleryDecorationsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
96,delete_gallery_decorations,gallery_decorations,delete,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Catalog\Resources\GalleryDecorationsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
102,browse_homepage_options,homepage_options,viewAny,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\HomepageOptionsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
103,read_homepage_options,homepage_options,view,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\HomepageOptionsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
104,edit_homepage_options,homepage_options,update,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Content\Resources\HomepageOptionsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
105,add_homepage_options,homepage_options,create,4|5|8,"manager|Admin 2|seo_manager",3,"App\Filament\Clusters\Content\Resources\HomepageOptionsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
106,delete_homepage_options,homepage_options,delete,4|8,manager|seo_manager,2,"App\Filament\Clusters\Content\Resources\HomepageOptionsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
107,browse_homepage_topslides,homepage_topslides,viewAny,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\HomepageTopslidesResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
108,read_homepage_topslides,homepage_topslides,view,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\HomepageTopslidesResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
109,edit_homepage_topslides,homepage_topslides,update,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Content\Resources\HomepageTopslidesResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
110,add_homepage_topslides,homepage_topslides,create,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\HomepageTopslidesResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
111,delete_homepage_topslides,homepage_topslides,delete,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Content\Resources\HomepageTopslidesResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
117,browse_canvas,canvas,viewAny,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Legacy\Pages\CanvasEvidence","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
118,read_canvas,canvas,view,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Legacy\Pages\CanvasEvidence","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
119,edit_canvas,canvas,update,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Legacy\Pages\CanvasEvidence","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
120,add_canvas,canvas,create,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Legacy\Pages\CanvasEvidence","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
121,delete_canvas,canvas,delete,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Legacy\Pages\CanvasEvidence","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
122,browse_canvas_header,canvas_header,viewAny,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\CanvasHeaderResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
123,read_canvas_header,canvas_header,view,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\CanvasHeaderResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
124,edit_canvas_header,canvas_header,update,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Content\Resources\CanvasHeaderResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
125,add_canvas_header,canvas_header,create,4|5|8,"manager|Admin 2|seo_manager",3,"App\Filament\Clusters\Content\Resources\CanvasHeaderResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
126,delete_canvas_header,canvas_header,delete,4|8,manager|seo_manager,2,"App\Filament\Clusters\Content\Resources\CanvasHeaderResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
127,browse_canvas_what,canvas_what,viewAny,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\CanvasWhatResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
128,read_canvas_what,canvas_what,view,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\CanvasWhatResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
129,edit_canvas_what,canvas_what,update,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Content\Resources\CanvasWhatResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
130,add_canvas_what,canvas_what,create,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\CanvasWhatResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
131,delete_canvas_what,canvas_what,delete,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Content\Resources\CanvasWhatResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
