"legacy_methods","legacy_uri","legacy_name","legacy_handler","legacy_middleware","source_file","source_line","view_candidates","code_signals","flow","side_effect_class","target_match","disposition","task_id"
"GET","blog/obrazy-modułowe","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/obrazy-wykonane-farbami","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/opakowanie-prezentowe","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/painting-artists","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/Paveikslas-is-nuotraukos-ant-drobės","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/Paveikslas-iš-nuotraukos-ant-drobės","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/pet-portrait-on-canvas","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/photo-canvas-quality","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/photo-canvas-with-high-quality-printing","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/photo-recovery-canvas","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/Pigment- oder Lösemitteltinte - was ist besser","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/pigmentiniai-ar-tirpikliniai-paveikslai","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/pigment-või-lahustivärvil-põhinevad-maalid-millised-neist-on-paremad","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/Podarochnaya upakovka","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/podarochnaya-karta-velikolepnyj-prezent-na-lyuboj-sluchaj","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/Podarotschnaja-upakowka","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/portraitdrawing","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/porträt-in-der-similitude-mehr-als-nur-eine-fotomontage","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/porträt-ist-ein-teil-der-seele-auf-der-leinwand-ein-ein paar-worte-über-die-qualität-des-porträts","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/portree-on-tükk-hinge-lõuendil","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/portree-pildil-on-midagi-enamat-kui-lihtsalt-fotomontaaž","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/portree-stiilis-lemmikloomad-aristokraadid","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/portret-chastichka-dushi-na-polotne","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/portreti-pēc-fotografījas","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/portrets","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/portrets_vesturiska_kostima","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/portrets-pēc-foto – kā-dāvana","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/portrets-uz-kanvas -simpsonu-stilā","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/portret-to-fragment-duszy-na-płotnie-o-jakości-portretu","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/portret-v-obraze-nechto-bolshee-chem-prosto-fotomontazh","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/portret-w-stylu-pupila","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/portrety-artystyczne","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/portrety-graficzne-sztuka-nowoczesności.","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/portret-z-charakterem","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/quality-print-on-canvas","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/ramki-do-obrazów","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/Realistische-Bilder-erstellen-mit-Digitaldruck-und-Öl","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/reprodukciya-legendarnyh-kartin-na-holste-v-vysokom-kachestve","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/reprodukcja-legendarnych-obrazów","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/Reproduktion-der-Legendenmalerei-auf-Leinwand-in-hochwertiger-Qualität","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/sarzas-karikaturas","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/sarzas-karykatura","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/simpsonu-stiliaus-portretas","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/sõbralik-koomiks-on-suurepärane-viis-sõprade-ja-tuttavate-lõbustamiseks","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/sozdanie-realistichnyh-kartin-pri-pomoshchi-cifrovoj-pechati-i-masla","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/tworzenie-realistycznych-obrazów-za-pomocą-wydruków-cyfrowych-i-olejów","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/wspólna-karykatura-to-świetny-sposób-na-przyjemną-zabawę-z-przyjaciółmi-i-znajomymi","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/zabavnyj-portret-v-stile-simpsony-stan-odnim-iz-geroev-legendarnogo-multseriala","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/zabawny-portret-w-stylu","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog/zdjęcia-na-płótnie","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","blog_article/{slug}","blog_article","App\Http\Controllers\BlogController@blog_article","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","app/Http/Controllers/BlogController.php","175","","DB|REDIRECT","public content pages","READ_DB","","MISSING_TARGET","APP-005B-PAGES-01"
"GET","canvas","","Closure","web","routes/redirect.php","380","","","redirects","READ_REDIRECT","","SECURITY_REPLACE","SEO-003+SEO-004"
"GET","cart","cart.index","App\Http\Controllers\BasketController@cart","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","app/Http/Controllers/BasketController.php","844","","DB|SESSION","basket checkout and order","SESSION_DB_FILE_MAIL_WRITE","","MISSING_TARGET","APP-005B-CHECKOUT-01"
"POST","cart/add-recommended","cart.add.recommended","App\Http\Controllers\BasketController@addRecommendedItem","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","app/Http/Controllers/BasketController.php","1607","","","basket checkout and order","SESSION_DB_FILE_MAIL_WRITE","","MISSING_TARGET","APP-005B-CHECKOUT-01"
"GET","cart/clear_coupon","clearcart","App\Http\Controllers\BasketController@clearcart","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","app/Http/Controllers/BasketController.php","177","","MODEL_WRITE|SESSION","unsafe checkout GET mutation","PUBLIC_GET_MIXED_WRITE","","SECURITY_REPLACE","APP-005B-CHECKOUT-01+SEC-009"
"GET","cart/data","cart.step2","App\Http\Controllers\BasketController@cart_step2","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","app/Http/Controllers/BasketController.php","917","","DB|SESSION|REDIRECT","basket checkout and order","SESSION_DB_FILE_MAIL_WRITE","","MISSING_TARGET","APP-005B-CHECKOUT-01"
"POST","cart/delimage","delimage","App\Http\Controllers\BasketController@delimage","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","app/Http/Controllers/BasketController.php","72","","SESSION","basket checkout and order","SESSION_DB_FILE_MAIL_WRITE","","MISSING_TARGET","APP-005B-CHECKOUT-01"
"GET","cart/delivery","cart.step3","App\Http\Controllers\BasketController@cart_step3","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","app/Http/Controllers/BasketController.php","1018","","DB|REDIRECT","basket checkout and order","SESSION_DB_FILE_MAIL_WRITE","","MISSING_TARGET","APP-005B-CHECKOUT-01"
"GET","cart/payment","cart.step4","App\Http\Controllers\BasketController@cart_step4","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","app/Http/Controllers/BasketController.php","1095","","DB|SESSION|REDIRECT","basket checkout and order","SESSION_DB_FILE_MAIL_WRITE","","MISSING_TARGET","APP-005B-CHECKOUT-01"
"GET","cart/recover/{redirect}/{token}","cart.recover","App\Http\Controllers\AbandonedCartController@processRecovery","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","app/Http/Controllers/AbandonedCartController.php","16","","MODEL_WRITE|REDIRECT","basket checkout and order","SESSION_DB_FILE_MAIL_WRITE","","MISSING_TARGET","APP-005B-CHECKOUT-01"
"POST","cart/replace-size","cart.replace.size","App\Http\Controllers\BasketController@replaceItemSize","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","app/Http/Controllers/BasketController.php","1511","","SESSION","basket checkout and order","SESSION_DB_FILE_MAIL_WRITE","","MISSING_TARGET","APP-005B-CHECKOUT-01"
"POST","cart/set_email","cart.set-email","App\Http\Controllers\AbandonedCartController@setEmail","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","app/Http/Controllers/AbandonedCartController.php","49","","SESSION|REDIRECT","basket checkout and order","SESSION_DB_FILE_MAIL_WRITE","","MISSING_TARGET","APP-005B-CHECKOUT-01"
"POST","cart/setcoupon","setcoupon","App\Http\Controllers\BasketController@setcoupon","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","app/Http/Controllers/BasketController.php","308","","SESSION","basket checkout and order","SESSION_DB_FILE_MAIL_WRITE","","MISSING_TARGET","APP-005B-CHECKOUT-01"
"POST","cart/setdelivery","setdelivery","App\Http\Controllers\BasketController@setdelivery","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","app/Http/Controllers/BasketController.php","321","","SESSION","basket checkout and order","SESSION_DB_FILE_MAIL_WRITE","","MISSING_TARGET","APP-005B-CHECKOUT-01"
"POST","cart/setmaking","setmaking","App\Http\Controllers\BasketController@setmaking","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","app/Http/Controllers/BasketController.php","255","","SESSION","basket checkout and order","SESSION_DB_FILE_MAIL_WRITE","","MISSING_TARGET","APP-005B-CHECKOUT-01"
"POST","cart/setpay","setpay","App\Http\Controllers\BasketController@setpay","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","app/Http/Controllers/BasketController.php","624","","","basket checkout and order","SESSION_DB_FILE_MAIL_WRITE","","MISSING_TARGET","APP-005B-CHECKOUT-01"
"POST","cart/setuser","setuser","App\Http\Controllers\BasketController@setuser","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","app/Http/Controllers/BasketController.php","496","","MODEL_WRITE|MAIL|SESSION","basket checkout and order","SESSION_DB_FILE_MAIL_WRITE","","MISSING_TARGET","APP-005B-CHECKOUT-01"
"POST","cart/updateimg","updateimg","App\Http\Controllers\BasketController@updateimg","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified|preventBackHistory","app/Http/Controllers/BasketController.php","198","","SESSION","basket checkout and order","SESSION_DB_FILE_MAIL_WRITE","","MISSING_TARGET","APP-005B-CHECKOUT-01"
"GET","change_delivery_phones","change_delivery_phones","App\Http\Controllers\MyController@change_delivery_phones","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","app/Http/Controllers/MyController.php","33","","MODEL_WRITE","public content pages","READ_DB","","MISSING_TARGET","APP-005B-PAGES-01"
"GET","change_phones","change_phones","App\Http\Controllers\MyController@change_phones","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","app/Http/Controllers/MyController.php","19","","MODEL_WRITE","public content pages","READ_DB","","MISSING_TARGET","APP-005B-PAGES-01"
"GET","collage","collage","App\Http\Controllers\PortraitPageController@hbcollage","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","app/Http/Controllers/PortraitPageController.php","657","","DB","product generators","READ_DB_SESSION","","MISSING_TARGET","CAT-002"
"GET","collage-constructor","collage_constructor.index","App\Http\Controllers\StaticPagesController@render_collage_constructor","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","app/Http/Controllers/StaticPagesController.php","688","collage-constructor","","product generators","READ_DB_SESSION","","MISSING_TARGET","CAT-002"
"GET","collage-js","collage_js.index","App\Http\Controllers\PortraitPageController@collage_js","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","app/Http/Controllers/PortraitPageController.php","815","","","product generators","READ_DB_SESSION","","MISSING_TARGET","CAT-002"
"GET","condition","condition","App\Http\Controllers\Pages\ConditionController@index","web|resetPlLocale|localize|localeSessionRedirect|localizationRedirect|lastModified","app/Http/Controllers/Pages/ConditionController.php","23","","","implemented foundation","READ_DB","GET|HEAD condition [condition] || GET|HEAD {locale}/condition [public.localized.condition]","PARITY_DONE","APP-005A"
